"iWine","Barcode","Location","Bin","Size","Valuation","Price","StoreName","PurchaseDate","BottleNote","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","WA","WS","IWC","BH","AG","WE","JR","RH","JG","GV","JK","LD","CW","WFW","PR","SJ","WD","RR","JH","MFW","WWR","IWR","CHG","TT","CT","MY","BeginConsume","EndConsume"
"730919","20377469","Cellar","F14","750ml","46","0","Wine Library","5/16/2010","","2005","Massolino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Massolino","Massolino","Red","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.7954545454545","","2012","2017"
"636304","21039559","Cellar","F15-16","750ml","38.7917","39","StoryTeller Wine","6/25/2010","","2005","Paolo Scavino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Paolo Scavino","Scavino, Paolo ","Red","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.7647058823529","","2012","2020"
"636304","21039560","Cellar","F15-16","750ml","38.7917","39","StoryTeller Wine","6/25/2010","","2005","Paolo Scavino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Paolo Scavino","Scavino, Paolo ","Red","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.7647058823529","","2012","2020"
"1846426","66592067","Cellar","F17","750ml","24.375","20","Winery","7/11/2015","","2011","Domaine Pouillon katydid Horse Heaven Hills","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Domaine Pouillon","Pouillon, Domaine ","Red","Red","Dry","Grenache Blend","Grenache","katydid","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015",""
"2009538","66592127","Cellar","G01","750ml","17.7316","20","Winery","7/11/2015","","2013","Syncline Subduction Red Wine","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Syncline","Syncline","Red","Red","Dry","Red Rhone Blend","Red Rhone Blend","Subduction Red Wine","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2015","2016"
"2137917","66592126","Cellar","G02","750ml","32","32","Winery","7/11/2015","","2013","Syncline Cinsault","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Syncline","Syncline","Red","Red","Dry","Cinsault","Cinsault","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1743106","71166009","Cellar","G03","750ml","21.5571","19.8","Winery","12/5/2015","","2011","Foundry Vineyards Alla Prima Red","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Alla Prima Red","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2014","2019"
"2227981","71166143","Cellar","G04","750ml","19.6","18","Winery","12/5/2015","","2014","Isenhower Cellars Holiday Paintbrush","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Isenhower Cellars","Isenhower Cellars","Red","Red","Dry","Red Blend","Red Blend","Holiday Paintbrush","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2305073","73274525","Cellar","G05,G09","750ml","37.8064","42.5","Winery","2/15/2016","","2013","Fidelitas Merlot Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","91","","2017","2025"
"2305073","73274526","Cellar","G05,G09","750ml","37.8064","42.5","Winery","2/15/2016","","2013","Fidelitas Merlot Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","91","","2017","2025"
"2146795","67077134","Cellar","G06","750ml","28","28","Winery","8/1/2015","","2013","Isenhower Cellars Cabernet Franc","USA, Washington, Columbia Valley, Yakima Valley","USA","Washington","Columbia Valley","Yakima Valley","Isenhower Cellars","Isenhower Cellars","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","92.5","","2014","2017"
"964057","38187478","Cellar","G07","750ml","26.1127","29","Winery","8/4/2012","","2008","Isenhower Cellars El Conquistador","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Isenhower Cellars","Isenhower Cellars","Red","Red","Dry","Tempranillo Blend","Tempranillo","El Conquistador","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.2777777777778","","2011","2014"
"1888372","71166259","Cellar","G08","750ml","23.8145","25","Winery","12/5/2015","","2011","Rulo Syrah Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Rulo","Rulo","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.75","","2015","2020"
"1888372","71166260","Cellar","G08","750ml","23.8145","25","Winery","12/5/2015","","2011","Rulo Syrah Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Rulo","Rulo","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.75","","2015","2020"
"1735329","57820388","Cellar","G10","750ml","31.7049","31.04","Fred Meyer","9/3/2014","","2011","Mount Veeder Winery Cabernet Sauvignon","USA, California, Napa Valley","USA","California","Napa Valley","Napa Valley","Mount Veeder Winery","Mount Veeder Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.2191780821918","","2015","2017"
"1735329","57820389","Cellar","G10","750ml","31.7049","31.04","Fred Meyer","9/3/2014","","2011","Mount Veeder Winery Cabernet Sauvignon","USA, California, Napa Valley","USA","California","Napa Valley","Napa Valley","Mount Veeder Winery","Mount Veeder Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.2191780821918","","2015","2017"
"1721356","55595822","Cellar","G11","750ml","48.534","0","Safeway","5/22/2014","","2011","Stag's Leap Wine Cellars Cabernet Sauvignon Artemis","USA, California, Napa Valley","USA","California","Napa Valley","Napa Valley","Stag's Leap Wine Cellars","Stag's Leap Wine Cellars","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Artemis","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.7623762376238","","2014","2016"
"1593482","61511257","Cellar","G12","750ml","37.65","40","Winery","12/29/2014","","2008","Martorana Family Winery Cabernet Sauvignon","USA, California, Sonoma County, Alexander Valley","USA","California","Sonoma County","Alexander Valley","Martorana Family Winery","Martorana Family Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.3333333333333","","2013","2022"
"2000329","61511404","Cellar","G13","750ml","35.957","38","Winery","12/29/2014","","2012","Bella Vineyards Petite Sirah Big River Ranch","USA, California, Sonoma County, Alexander Valley","USA","California","Sonoma County","Alexander Valley","Bella Vineyards","Bella Vineyards","Red","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Big River Ranch","","","","","","","","","","","","","","","","","","","","","","","","","88","","2015","2020"
"1845247","61511588","Cellar","G14","750ml","24","24","Winery","12/30/2014","","2012","Alexander Valley Vineyards Wine Club Reserve","USA, California, Sonoma County, Alexander Valley","USA","California","Sonoma County","Alexander Valley","Alexander Valley Vineyards","Alexander Valley Vineyards","Red","Red","Dry","Malbec Blend","Malbec","Wine Club Reserve","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1929712","61511647","Cellar","G15","750ml","29.9741","34","Winery","12/31/2014","","2013","VJB Primitivo Sonoma Valley","USA, California, Sonoma County, Sonoma Valley","USA","California","Sonoma County","Sonoma Valley","VJB","VJB","Red","Red","Dry","Primitivo","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90","","2015","2017"
"1971403","61511648","Cellar","G16","750ml","42.4","48","Winery","12/31/2014","","2012","VJB Cabernet Sauvignon V","USA, California, Sonoma County, Sonoma Valley","USA","California","Sonoma County","Sonoma Valley","VJB","VJB","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","V","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1525351","61511256","Cellar","G17","750ml","32.5952","35","Winery","12/29/2014","","2009","Martorana Family Winery Zinfandel","USA, California, Sonoma County, Dry Creek Valley","USA","California","Sonoma County","Dry Creek Valley","Martorana Family Winery","Martorana Family Winery","Red","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","",""
"1684689","60652882","Cellar","H01","750ml","44.8799","40","Winery","12/7/2014","","2011","Spring Valley Vineyard Syrah Nina Lee","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Spring Valley Vineyard","Spring Valley Vineyard","Red","Red","Dry","Syrah","Syrah","Nina Lee","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.5714285714286","","2015","2019"
"1935420","71164825","Cellar","H01","750ml","44.0403","40","Winery","12/5/2015","","2012","Spring Valley Vineyard Syrah Nina Lee","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Spring Valley Vineyard","Spring Valley Vineyard","Red","Red","Dry","Syrah","Syrah","Nina Lee","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.4","","2015","2020"
"1882937","67076638","Cellar","H02","750ml","43.6664","50","Winery","8/1/2015","","2012","Spring Valley Vineyard Cabernet Franc Katherine Corkrum","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Spring Valley Vineyard","Spring Valley Vineyard","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Katherine Corkrum","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","92","","2015","2022"
"1659841","60652672","Cellar","H03","750ml","44.6272","40","Winery","12/7/2014","","2011","Spring Valley Vineyard Cabernet Franc Katherine Corkrum","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Spring Valley Vineyard","Spring Valley Vineyard","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Katherine Corkrum","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","2014","2018"
"1420261","51387587","Cellar","H04","750ml","46.9048","40","Winery","12/7/2013","","2010","Spring Valley Vineyard Cabernet Franc Katherine Corkrum","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Spring Valley Vineyard","Spring Valley Vineyard","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Katherine Corkrum","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.6","","2012","2018"
"1048155","51387301","Cellar","H05","750ml","36.8863","45","Winery","12/7/2013","","2008","Tertulia Cellars Carménère Phinny Hill Vineyard","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Tertulia Cellars","Tertulia Cellars","Red","Red","Dry","Carménère","Carménère","Unknown","Phinny Hill Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","2012","2015"
"2291110","73274624","Cellar","H06","750ml","41.04","42.5","Winery","2/15/2016","","2013","Fidelitas Optu Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Optu","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","92","","2017","2027"
"1674325","51386850","Cellar","H07","750ml","31.0138","35","Winery","12/7/2013","","2009","Rulo Cabernet Sauvignon","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Rulo","Rulo","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","91","","2013","2018"
"1888372","67077069","Cellar","H08","750ml","23.8145","25","Winery","8/1/2015","","2011","Rulo Syrah Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Rulo","Rulo","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.75","","2015","2020"
"1916311","60652989","Cellar","H09","750ml","34.0033","35","Winery","12/7/2014","","2012","Rulo Syrah Silo","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Rulo","Rulo","Red","Red","Dry","Syrah","Syrah","Silo","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","91","","2016","2022"
"2307337","73274752","Cellar","H10,J14","750ml","35.279","34.2","Winery","2/15/2016","","2014","Mark Ryan Numbskull Bordeaux Style Red","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Mark Ryan","Mark Ryan","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Numbskull Bordeaux Style Red","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2307337","73274753","Cellar","H10,J14","750ml","35.279","34.2","Winery","2/15/2016","","2014","Mark Ryan Numbskull Bordeaux Style Red","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Mark Ryan","Mark Ryan","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Numbskull Bordeaux Style Red","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2307337","73274754","Cellar","H10,J14","750ml","35.279","34.2","Winery","2/15/2016","","2014","Mark Ryan Numbskull Bordeaux Style Red","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Mark Ryan","Mark Ryan","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Numbskull Bordeaux Style Red","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1502365","60653175","Cellar","H11","750ml","37.9244","37","Winery","12/7/2014","","2009","SYZYGY Syrah","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","SYZYGY","SYZYGY","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.2857142857143","","2014","2016"
"1315116","51387403","Cellar","H12","750ml","24.1658","25","Winery","12/7/2013","","2008","SYZYGY Red Wine Columbia Valley","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","SYZYGY","SYZYGY","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Red Wine","Unknown","","","","","","","","","","","","","","","","","","","","","*** 1/2","","","","87.375","","2014","2016"
"866973","66592066","Cellar","H13","750ml","20.1708","23","Winery","7/11/2015","","1001","Domaine Pouillon Black Dot","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Domaine Pouillon","Pouillon, Domaine ","Red","Red","Dry","Red Rhone Blend","Red Rhone Blend","Black Dot","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.6666666666667","","2011","2012"
"1234768","47484873","Cellar","H14-15","750ml","26.4437","8.33","Winery","7/5/2013","","2007","Tagaris Merlot Arete Vineyards","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Tagaris","Tagaris","Red","Red","Dry","Merlot","Merlot","Unknown","Arete Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","90","","2011","2016"
"1234768","47484874","Cellar","H14-15","750ml","26.4437","8.33","Winery","7/5/2013","","2007","Tagaris Merlot Arete Vineyards","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Tagaris","Tagaris","Red","Red","Dry","Merlot","Merlot","Unknown","Arete Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","90","","2011","2016"
"1163894","67412687","Cellar","H17","750ml","13.3516","0","Winery","8/16/2015","","2010","Alexandria Nicole Muscat Late Harvest Estate Grown Destiny Ridge Vineyards","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","Alexandria Nicole","Alexandria Nicole","White - Sweet/Dessert","White","Sweet/Dessert","Muscat","Muscat","Late Harvest Estate Grown","Destiny Ridge Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","86","","",""
"2242438","73026812","Cellar","I01,J03,J08","750ml","24.8333","25.5","Winery","2/6/2016","","2013","Kramer Vineyards Brut","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Brut","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2015","2017"
"2242438","73026813","Cellar","I01,J03,J08","750ml","24.8333","25.5","Winery","2/6/2016","","2013","Kramer Vineyards Brut","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Brut","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2015","2017"
"2242438","73026814","Cellar","I01,J03,J08","750ml","24.8333","25.5","Winery","2/6/2016","","2013","Kramer Vineyards Brut","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sparkling","White","Sparkling","Champagne Blend","Champagne Blend","Brut","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2015","2017"
"1808988","54319050","Cellar","I02","750ml","24.551","28","Winery","3/29/2014","","2011","Smasne Cellars 1/2 Ass Limited Release #5","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Smasne Cellars","Smasne Cellars","Red","Red","Dry","Red Blend","Red Blend","1/2 Ass Limited Release #5","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.8","","2014","2015"
"1940646","60652705","Cellar","I03","750ml","38.0251","42","Winery","12/7/2014","","2012","Dusted Valley Vintners Petite Sirah Stonetree Vineyard","USA, Washington, Columbia Valley, Wahluke Slope","USA","Washington","Columbia Valley","Wahluke Slope","Dusted Valley Vintners","Dusted Valley Vintners","Red","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Stonetree Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","2015","2017"
"1931110","60652727","Cellar","I04","750ml","41.2428","42","Winery","12/7/2014","","2012","Dusted Valley Vintners Cabernet Franc","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Dusted Valley Vintners","Dusted Valley Vintners","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1978337","61511548","Cellar","I05","750ml","37.8","36","Winery","12/30/2014","","2012","Soda Rock Winery Primitivo Los Amigos","USA, California, Sonoma County, Alexander Valley","USA","California","Sonoma County","Alexander Valley","Soda Rock Winery","Soda Rock Winery","Red","Red","Dry","Primitivo","Zinfandel","Unknown","Los Amigos","","","","","","","","","","","","","","","","","","","","","","","","","90","","2015","2017"
"1944396","61511549","Cellar","I06","750ml","31.5454","34","Winery","12/30/2014","","2012","Soda Rock Winery Primitivo Lytton Station","USA, California, Sonoma County, Alexander Valley","USA","California","Sonoma County","Alexander Valley","Soda Rock Winery","Soda Rock Winery","Red","Red","Dry","Primitivo","Zinfandel","Lytton Station","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.8333333333333","","2016","2020"
"2173301","67876531","Cellar","I07-J07","750ml","43.7429","40","Winery","9/5/2015","","2012","Fidelitas Cabernet Sauvignon Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2015","2023"
"2173301","67876532","Cellar","I07-J07","750ml","43.7429","40","Winery","9/5/2015","","2012","Fidelitas Cabernet Sauvignon Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Fidelitas","Fidelitas","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2015","2023"
"1831081","60652340","Cellar","I08","750ml","24.0987","14","Winery","12/7/2014","","2012","Foundry Vineyards Chardonnay Oak","USA, Oregon/Washington, Columbia Gorge","USA","Oregon/Washington","Unknown","Columbia Gorge","Foundry Vineyards","Foundry Vineyards","White","White","Dry","Chardonnay","Chardonnay","Oak","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2014","2016"
"2090532","67077891","Cellar","I09","750ml","26.55","25.2","Winery","8/1/2015","","2013","Foundry Vineyards Chardonnay Oak","USA, Oregon/Washington, Columbia Gorge","USA","Oregon/Washington","Unknown","Columbia Gorge","Foundry Vineyards","Foundry Vineyards","White","White","Dry","Chardonnay","Chardonnay","Oak","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2017"
"2090529","67077841","Cellar","I10","750ml","28.25","27","Winery","8/1/2015","","2012","Foundry Vineyards Syrah","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2016","2021"
"2090529","67077842","Cellar","I10","750ml","28.25","27","Winery","8/1/2015","","2012","Foundry Vineyards Syrah","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89","","2016","2021"
"2090531","67077856","Cellar","I11","750ml","32.15","30.6","Winery","8/1/2015","","2012","Foundry Vineyards Merlot","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2016","2020"
"2090531","67077857","Cellar","I11","750ml","32.15","30.6","Winery","8/1/2015","","2012","Foundry Vineyards Merlot","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2016","2020"
"1242299","60653593","Cellar","I12","750ml","33.8222","18","Winery","12/7/2014","","2007","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","90.7142857142857","","2013","2020"
"1726871","60653588","Cellar","I13","750ml","31.385","18","Winery","12/7/2014","","2010","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.8","","2015","2022"
"1726871","60653589","Cellar","I13","750ml","31.385","18","Winery","12/7/2014","","2010","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","89.8","","2015","2022"
"1962296","60653586","Cellar","I14-15","750ml","34.5544","18","Winery","12/7/2014","","2011","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2018"
"1962296","60653587","Cellar","I14-15","750ml","34.5544","18","Winery","12/7/2014","","2011","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2018"
"1962296","60653697","Cellar","I14-15","750ml","34.5544","18","Winery","12/7/2014","","2011","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2018"
"1962296","60653698","Cellar","I14-15","750ml","34.5544","18","Winery","12/7/2014","","2011","Foundry Vineyards Artisan Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Artisan Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2018"
"1610314","60653594","Cellar","I16","750ml","30","25","Winery","12/7/2014","","2009","Foundry Vineyards Broel Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Broel Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2021"
"1610314","60653595","Cellar","I16","750ml","30","25","Winery","12/7/2014","","2009","Foundry Vineyards Broel Blend","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Foundry Vineyards","Foundry Vineyards","Red","Red","Dry","Red Blend","Red Blend","Broel Blend","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","2021"
"310515","41714492","Cellar","I17","750ml","15.25","17","Winery","12/9/2012","","1001","Kramer Vineyards Müller-Thurgau Essence","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Kramer Vineyards","Kramer Vineyards","White - Sweet/Dessert","White","Sweet/Dessert","Müller-Thurgau","Müller-Thurgau","Essence","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","2006","2008"
"1584600","51387483","Cellar","J01","750ml","54.4671","60","Winery","12/8/2013","","2010","Pepper Bridge Cabernet Sauvignon Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Pepper Bridge","Pepper Bridge","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","****","","","","89.8","","2014","2018"
